planned_duration_days,elapsed_days,progress_variance_pct,material_availability_pct,material_delay_days,labor_count,previous_delay_count,budget_variance_pct,deadline_days_remaining,task_completion_rate_pct,delay
98,49,-13,91,0,23,4,13,47,37,0
117,64,0,98,0,31,1,-2,32,57,0
262,160,3,94,0,61,3,6,102,60,1
69,46,-22,80,3,17,6,13,33,51,1
86,63,-9,100,0,35,1,0,16,64,0
187,76,5,87,2,38,1,-5,103,52,0
212,126,-9,89,3,38,2,9,91,60,1
235,88,-9,94,1,68,1,7,108,34,0
365,127,-18,96,0,46,5,15,180,5,1
98,28,-9,81,1,20,2,4,62,3,0
168,55,-16,64,5,43,2,6,98,21,1
132,105,-19,79,7,28,8,19,44,60,1
107,87,15,87,1,59,1,-4,39,91,0
163,35,0,99,0,29,1,11,129,25,0
103,76,10,98,0,26,2,-5,4,83,0
87,20,7,98,1,18,0,4,71,29,0
107,54,-8,95,0,18,1,1,31,48,1
34,11,-17,98,2,9,4,23,36,5,1
168,147,-22,86,1,20,7,19,21,61,1
105,46,-9,98,1,23,3,7,57,29,1
164,91,-6,95,2,26,2,6,32,51,0
183,34,-1,96,1,42,4,6,180,17,0
42,25,-5,99,0,10,0,-3,22,50,0
74,32,8,98,2,18,0,-7,44,55,0
101,95,-2,96,0,27,2,-6,32,91,0
71,34,7,95,0,22,1,-4,33,50,0
198,175,12,93,0,64,0,-4,49,100,0
70,40,-18,90,3,23,6,14,39,30,1
350,65,7,95,0,100,3,3,180,26,0
102,63,0,90,0,25,6,8,26,58,0
60,13,0,94,0,14,0,-3,59,21,1
316,72,-7,98,0,54,0,3,180,15,0
130,74,-7,88,2,47,4,12,61,49,0
212,174,0,78,4,71,2,1,44,79,0
68,22,-15,88,2,14,7,15,78,11,1
155,87,-2,79,3,37,3,8,68,57,0
129,107,0,94,0,27,0,5,22,99,0
170,97,16,94,0,46,1,-10,94,60,0
39,20,0,93,2,13,2,4,31,51,0
131,98,8,99,0,29,0,-10,21,77,0
107,81,-2,93,1,28,2,4,26,71,0
118,98,-32,76,6,16,8,30,50,55,1
90,69,-13,94,0,25,8,16,18,59,1
112,41,-19,81,2,20,7,17,72,13,1
114,76,2,82,1,45,0,3,18,65,0
118,83,-10,93,1,18,2,6,29,44,1
39,32,-12,92,2,11,5,14,17,75,1
78,71,-8,89,5,24,7,6,22,85,1
128,62,2,85,1,20,1,6,77,50,0
87,26,9,99,0,51,3,-1,73,48,0
176,45,-2,97,0,48,1,0,136,28,0
58,6,-6,98,0,16,2,-1,42,17,1
228,66,-1,93,1,62,2,5,180,27,0
49,23,8,97,1,25,0,-10,38,41,0
234,142,-21,97,1,34,1,19,52,41,0
48,37,-11,96,0,12,5,11,10,62,0
104,33,-1,99,0,42,3,7,78,30,0
70,10,-4,96,2,17,2,10,47,27,0
157,49,7,86,2,33,0,1,96,46,0
95,33,-22,88,1,14,8,30,83,9,1
188,112,-2,88,0,34,6,3,79,62,1
115,72,-22,71,9,25,3,14,88,41,1
217,92,2,97,0,26,0,-6,71,40,0
142,94,19,99,0,58,1,-9,32,86,0
128,26,-7,99,1,29,2,5,137,16,0
97,59,-21,92,2,18,2,20,54,36,1
59,49,11,99,1,27,1,-10,15,98,0
164,45,-17,100,2,36,3,12,143,10,0
53,31,5,99,2,21,1,-10,29,57,0
226,138,-17,91,3,33,6,30,61,46,1
293,227,-3,77,4,60,3,7,77,82,0
33,19,2,89,0,12,1,-10,17,61,0
365,55,-15,86,1,50,2,11,180,0,0
158,72,10,92,1,46,2,11,76,53,0
131,105,-12,87,0,18,5,8,31,78,0
89,58,-12,69,3,21,5,15,30,52,1
52,13,-10,76,4,19,3,13,63,30,0
82,57,-10,90,1,27,6,14,43,56,0
154,50,-18,94,2,21,8,29,106,29,0
336,123,-18,95,3,28,4,19,180,18,0
68,35,1,87,2,16,1,8,23,54,0
118,67,-19,83,3,16,8,30,72,32,0
258,133,-21,85,1,64,7,24,180,31,1
117,94,3,99,0,31,2,5,53,78,0
97,83,5,98,1,27,5,5,18,91,0
61,58,-12,92,1,18,5,19,17,82,0
81,42,20,93,0,45,0,-10,35,68,0
30,16,-5,79,2,12,0,7,12,43,0
55,21,-9,90,0,20,1,0,43,34,0
131,95,1,88,1,30,2,0,43,55,0
74,27,-7,92,0,36,3,2,54,35,0
64,30,-16,92,1,14,4,6,34,29,1
61,32,-2,99,1,20,1,12,31,52,1
53,28,-7,94,2,15,2,9,22,46,0
167,73,-5,97,1,44,1,-2,86,52,0
121,78,-9,98,1,32,4,6,44,63,0
74,51,14,98,2,22,0,-10,27,72,0
117,65,4,90,0,32,0,-8,49,60,0
114,17,2,88,1,26,2,6,108,28,1
74,43,20,98,0,24,0,-10,28,87,0
229,160,-18,100,3,34,8,19,58,56,1
104,24,-9,95,1,27,3,8,90,16,1
78,33,4,96,1,31,0,-4,40,44,0
91,33,0,88,0,20,2,-10,63,42,0
171,40,-13,98,2,31,0,13,163,7,0
82,52,-36,80,5,18,8,22,30,16,1
153,34,9,91,1,32,0,1,128,37,0
80,32,-9,78,2,20,4,-1,65,37,1
241,170,-3,79,2,53,3,10,71,58,1
118,66,2,91,1,35,3,-7,24,51,0
81,8,5,96,1,12,0,-9,72,9,0
94,51,1,88,1,34,3,14,58,50,1
62,46,-40,72,12,7,8,30,28,38,1
201,147,7,98,0,45,3,9,84,75,0
214,153,-17,81,1,41,6,25,75,52,0
79,65,-19,87,3,16,6,14,30,68,1
121,46,-4,90,1,32,2,16,50,32,0
97,8,-9,98,0,19,4,6,98,1,1
87,66,-14,99,0,18,2,6,42,65,0
89,40,-17,92,4,11,0,26,40,18,1
192,161,-15,95,0,28,7,28,31,64,0
169,84,-1,90,1,49,2,3,85,51,0
83,57,-3,96,0,21,3,4,26,71,0
114,25,-3,84,1,37,2,9,96,14,0
75,55,-7,97,1,22,5,16,43,65,1
365,165,-23,75,5,48,8,30,180,13,1
115,68,-2,87,0,24,1,-4,90,54,0
113,35,-23,40,20,38,4,21,87,11,1
43,31,-34,69,7,6,8,30,20,39,1
133,40,-5,99,2,23,1,4,76,22,0
230,128,2,96,1,50,0,6,117,65,0
92,55,-11,96,2,10,2,13,72,59,0
174,55,16,93,1,48,0,4,84,47,0
130,54,-10,93,0,26,4,12,68,20,1
75,35,-12,94,0,24,5,18,39,38,1
166,140,-6,89,3,43,3,12,68,80,0
60,16,-20,97,4,21,6,20,39,0,1
120,31,9,95,1,50,1,-5,88,39,0
90,55,-36,40,20,10,8,30,57,32,1
134,49,-5,88,1,21,4,5,68,34,1
57,42,-23,86,1,19,8,21,26,48,1
278,38,-5,90,0,33,2,16,180,17,0
101,93,-7,93,2,31,1,10,10,81,0
84,56,4,97,1,22,1,0,28,66,0
118,66,-17,90,2,23,4,24,91,30,1
69,59,2,97,2,16,1,14,1,85,0
86,12,-5,92,0,19,0,9,65,8,0
144,48,-18,71,6,40,2,9,78,7,0
232,129,-7,89,1,37,3,9,45,51,1
97,23,2,97,0,19,3,-6,63,10,0
112,35,-3,93,2,31,6,9,77,30,0
168,141,-10,89,2,28,2,12,38,66,0
113,80,8,97,1,29,4,-3,52,78,0
91,81,-12,100,1,9,4,18,25,75,1
160,39,-1,91,0,47,2,2,140,22,0
83,44,-12,79,1,20,4,11,53,45,0
76,65,-9,80,1,17,1,15,12,86,0
161,140,-5,79,0,30,4,0,53,71,0
114,40,13,91,1,66,0,-7,60,59,0
133,67,-9,94,1,57,4,12,55,49,0
107,61,-26,86,4,25,8,29,61,41,1
110,88,-9,80,5,28,6,13,16,74,0
50,46,4,97,1,15,0,1,4,100,0
262,187,-19,95,1,34,8,16,97,64,1
53,32,-15,95,2,12,5,12,15,43,1
49,27,-7,88,1,20,3,4,25,52,0
100,82,18,95,1,29,0,-6,20,100,0
179,118,1,95,1,29,1,-10,83,66,0
106,77,-5,89,0,16,1,3,49,86,0
182,165,-6,88,2,43,3,18,31,96,0
182,156,-15,99,1,30,5,18,65,66,0
60,28,4,99,0,16,1,-7,37,47,0
104,40,-26,77,4,17,8,26,89,16,1
63,31,-1,93,1,23,0,-5,32,36,0
108,60,-25,40,20,24,8,22,101,35,1
30,5,-30,44,17,15,5,30,25,0,1
155,129,-9,82,4,46,3,12,85,82,0
45,37,0,94,2,16,3,3,17,78,0
216,66,-14,94,5,58,3,17,180,16,1
118,81,5,96,2,27,3,-3,38,74,0
83,54,-22,90,7,13,8,30,35,38,1
138,46,12,99,0,35,0,-8,103,27,0
143,85,-7,64,5,20,6,9,22,62,0
90,46,-1,93,3,26,0,-1,58,47,0
193,80,-4,98,2,53,2,-3,98,47,1
37,12,-29,45,20,12,8,30,30,6,1
63,37,2,97,1,18,0,-7,11,53,0
128,122,-40,40,20,12,8,30,3,47,1
216,122,8,93,0,53,0,-10,82,78,0
169,88,-35,55,19,25,7,30,90,21,1
115,49,3,99,0,39,0,-9,65,49,0
86,68,16,99,0,14,0,-10,8,88,0
136,76,2,98,1,12,2,-1,103,56,0
81,36,2,91,0,11,0,-9,46,42,0
81,36,-10,67,6,16,5,15,48,33,1
84,26,-4,95,1,21,0,4,49,25,0
99,39,-19,90,3,14,7,22,56,28,1
119,57,-6,77,4,39,4,8,77,43,0
125,43,-10,84,1,18,6,13,72,16,1
131,99,-2,95,1,33,3,9,32,70,0
92,56,11,97,0,29,1,-4,27,75,0
60,47,-4,92,0,15,4,-9,32,63,0
99,31,-2,85,3,31,2,1,70,23,0
87,69,13,94,0,37,1,1,35,100,0
83,72,-9,96,1,17,2,19,18,63,0
334,134,-9,98,2,67,4,18,180,35,0
156,61,10,98,0,25,0,-4,91,49,0
266,171,8,93,1,67,0,1,95,60,0
107,61,-15,86,4,23,2,23,28,42,1
174,62,-8,92,1,33,1,17,112,14,0
204,84,-7,97,1,23,3,16,120,45,0
99,71,-17,100,0,14,1,6,37,70,0
91,51,1,99,0,34,1,4,40,69,0
84,35,2,95,1,25,1,-1,48,40,0
283,164,-7,86,2,45,3,20,110,41,0
116,47,8,99,3,25,0,-10,81,49,0
175,97,-9,89,0,39,3,13,111,35,0
319,237,20,97,1,98,1,-10,2,92,0
95,36,0,98,0,21,1,5,57,44,0
109,54,-23,54,15,15,8,22,76,25,1
75,14,-20,86,5,16,7,27,61,5,1
67,22,2,89,2,27,0,2,51,30,0
34,20,13,98,0,17,0,-10,20,70,0
92,73,20,97,0,43,1,-10,26,93,0
112,51,7,98,0,24,0,-9,61,46,0
90,55,-16,87,3,36,6,21,71,43,0
113,59,-30,70,11,18,8,30,85,32,1
188,107,-6,88,1,25,1,0,120,48,0
100,87,13,95,0,37,3,-7,45,98,0
61,20,-39,82,4,9,8,30,39,1,1
213,117,3,80,3,61,0,9,99,58,0
73,68,2,89,0,20,1,8,1,91,0
186,105,14,98,0,40,0,-9,53,72,0
105,27,-13,97,4,37,2,13,80,15,1
59,33,-14,94,1,31,5,14,19,48,1
45,29,2,68,2,22,3,8,20,61,0
85,30,-7,96,0,13,0,6,56,32,0
51,37,-12,92,0,18,8,14,24,54,1
131,95,-35,86,6,27,8,30,32,38,1
120,47,-10,95,2,21,4,11,87,25,0
74,39,-11,89,2,22,1,10,34,41,0
180,118,1,98,2,71,2,14,62,70,0
134,105,-17,87,2,35,8,29,60,59,1
163,100,-8,77,2,38,6,17,61,62,1
126,65,12,97,0,22,2,-7,54,69,0
109,59,-3,96,1,29,3,8,91,62,0
216,192,-18,95,3,34,5,22,50,60,1
124,41,-14,96,1,26,1,5,72,7,0
279,147,-9,83,3,80,2,19,123,43,0
140,39,6,97,1,23,2,10,100,44,1
72,47,-3,96,0,21,4,13,28,60,0
219,121,-5,97,0,43,2,7,113,60,0
48,14,-17,91,1,12,3,19,34,0,1
108,37,-12,96,2,26,5,14,96,14,0
365,241,-7,100,1,56,2,2,145,71,0
111,55,15,98,0,61,2,-6,64,67,0
155,148,-14,97,2,28,7,25,30,90,1
357,92,4,83,1,70,0,7,180,41,0
87,75,-13,90,2,15,5,13,32,75,0
136,90,-26,44,20,27,8,30,46,41,1
281,49,11,92,0,92,1,-10,180,20,0
66,26,-16,97,0,26,4,11,56,21,1
256,98,14,100,0,92,0,-9,165,43,0
124,119,-2,95,1,37,1,11,29,100,0
151,76,-10,80,0,31,3,2,39,42,0
76,31,-16,87,2,18,8,23,59,23,0
140,96,2,97,0,73,0,-1,44,84,0
84,65,8,95,0,30,0,-10,24,83,0
113,75,-4,94,2,43,0,1,37,52,0
40,15,-11,71,3,17,6,25,45,27,1
116,46,5,97,2,26,0,2,76,44,0
87,70,-2,79,0,44,3,4,28,89,0
100,62,1,90,2,31,3,-2,17,68,0
94,43,-12,94,0,23,6,15,54,27,1
160,117,11,97,1,70,2,-1,17,82,0
357,337,-9,96,2,82,1,2,12,88,0
170,83,-14,97,0,58,4,13,65,43,0
217,50,3,95,1,61,0,1,131,33,0
92,61,-3,93,0,20,0,2,61,78,0
119,22,1,98,2,28,1,3,123,18,0
259,49,4,99,0,28,0,-6,164,24,0
163,85,12,98,0,42,1,-5,85,57,0
151,124,-10,88,1,36,1,11,10,67,1
36,22,-8,95,0,28,3,9,16,58,0
86,34,-5,95,1,24,3,3,51,31,0
82,63,-3,96,2,30,4,2,25,74,0
158,96,-29,96,2,16,5,20,83,31,1
152,52,-2,96,1,22,2,8,153,16,1
91,56,-15,68,6,22,3,23,41,49,1
59,47,-12,88,4,23,6,7,24,51,1
32,12,-14,58,6,11,4,14,26,11,1
92,62,-8,85,3,28,5,24,30,49,0
104,21,19,94,2,32,0,-10,83,47,0
103,37,-4,91,1,32,4,12,72,35,0
65,27,-11,95,2,11,2,13,33,39,1
33,16,-3,94,2,12,2,11,18,43,0
187,109,0,97,2,28,1,0,87,53,0
93,58,4,92,0,26,1,-3,17,67,0
167,93,-28,40,20,27,8,30,116,24,1
68,20,-18,95,1,15,5,7,62,7,0
56,31,-3,91,0,13,1,2,23,50,0
250,105,-7,88,0,32,3,5,145,32,0
86,67,-3,96,2,35,0,-4,44,74,0
190,79,-26,63,9,28,5,30,131,3,1
34,27,-7,97,0,24,1,6,11,68,0
38,27,-17,74,2,8,8,19,11,58,1
90,39,4,91,0,14,2,6,45,49,0
354,305,-1,78,2,100,2,12,124,83,0
60,22,0,97,2,27,1,4,36,39,0
68,44,-28,79,5,22,8,29,49,49,1
92,36,-2,84,1,19,2,3,67,37,1
183,78,-19,92,1,37,8,17,92,21,0
183,49,-6,91,0,36,3,15,113,27,0
302,279,-1,93,1,41,2,12,45,77,0
103,67,-5,88,3,29,3,4,36,55,0
198,172,-9,95,1,35,2,11,43,88,0
84,57,-11,90,3,15,5,17,32,61,1
180,23,-6,94,0,38,2,0,166,24,0
117,88,-12,79,1,23,3,5,34,58,1
82,75,-13,96,0,16,2,4,13,75,0
58,34,-11,65,5,19,4,26,25,53,1
101,33,6,97,0,35,0,-2,43,44,0
79,74,-15,90,1,27,5,21,18,84,1
193,83,-20,70,4,28,2,14,107,13,1
112,11,-8,95,0,20,2,1,127,0,1
123,61,1,91,0,28,2,6,63,65,0
115,93,-1,90,0,35,0,2,63,83,0
179,60,-18,80,9,32,5,13,160,25,1
60,38,1,93,2,27,0,14,32,66,0
98,39,-4,88,2,16,6,10,59,42,0
103,53,12,97,0,34,1,-6,66,58,0
80,41,-20,99,2,18,5,21,35,35,1
114,67,9,98,1,32,4,-4,58,66,0
96,82,-2,66,3,38,7,15,29,86,1
164,57,11,99,0,36,0,0,123,40,0
87,17,-5,92,0,27,4,3,89,21,0
365,196,7,97,0,77,0,-1,180,57,0
60,16,16,99,0,44,1,1,40,40,0
113,47,-3,88,1,30,4,2,73,41,0
129,72,1,99,2,24,1,-4,101,63,0
59,13,8,91,0,26,3,-7,49,29,0
94,59,12,99,1,25,0,-6,43,63,0
97,35,-15,80,4,14,1,20,62,26,1
116,85,-16,96,3,20,4,15,33,65,1
135,23,5,96,0,42,0,-1,112,31,0
141,30,-9,89,0,32,1,6,126,11,0
111,68,-20,68,3,21,7,21,57,44,1
81,35,-1,93,1,17,1,-5,31,41,1
286,142,-9,78,5,32,6,23,180,36,0
129,94,-6,84,1,22,0,8,35,67,0
98,25,-5,97,3,19,3,7,91,19,0
133,58,2,99,1,26,1,-10,58,38,0
102,41,-20,74,8,24,5,24,59,26,0
112,64,-7,91,2,28,4,12,64,43,0
133,85,-6,96,0,32,2,-6,58,60,0
99,64,-5,77,2,23,4,14,57,50,1
273,249,9,93,0,52,3,-8,93,100,0
72,57,-11,67,3,20,3,15,25,75,1
86,75,-23,90,2,13,8,21,11,81,1
249,119,5,97,0,84,3,3,145,41,0
141,114,-4,81,6,38,3,13,31,76,1
95,76,-12,97,1,16,6,9,28,74,0
48,29,-15,90,3,10,6,23,29,33,1
95,32,-7,88,0,21,2,11,65,27,1
135,80,-2,93,4,35,2,3,82,67,0
199,133,-14,86,5,20,8,21,74,48,1
77,30,-5,89,0,28,1,3,38,45,0
117,76,1,94,1,51,2,6,32,66,0
72,67,6,90,0,18,2,-2,5,100,0
114,84,16,98,1,38,0,-4,2,90,0
60,41,0,85,3,20,0,-10,19,73,1
110,78,-10,91,1,22,3,4,33,54,0
102,52,-9,93,2,24,2,10,60,41,0
137,60,4,98,0,30,2,1,77,32,0
65,41,13,96,0,19,0,2,29,68,0
136,107,0,97,1,18,2,4,53,79,0
54,24,2,96,1,15,2,6,29,35,0
236,166,-10,89,2,44,2,9,94,64,0
232,191,7,94,1,50,0,-10,23,70,0
40,20,-5,94,0,9,1,10,18,45,0
118,86,-14,93,1,34,6,13,54,65,1
70,47,6,89,1,27,3,0,23,70,0
163,92,0,99,2,38,2,-6,81,52,0
266,205,4,90,1,79,5,5,56,83,0
95,66,-6,96,0,26,1,3,54,51,0
110,63,-11,73,4,31,6,14,44,47,1
318,29,-3,98,1,75,0,9,180,10,0
115,45,3,98,1,35,2,3,51,51,0
90,33,13,94,0,29,1,-10,55,51,0
78,43,2,97,1,26,3,1,58,58,0
254,210,-16,72,2,44,7,12,4,66,1
50,20,-13,54,8,14,3,17,40,30,1
237,127,6,96,1,33,2,-8,112,74,0
365,174,-2,92,3,86,2,9,180,66,0
83,47,-14,84,3,26,7,20,51,21,1
242,45,-20,86,3,56,2,22,180,0,1
54,42,-17,98,3,13,6,18,26,71,0
93,70,3,99,1,14,6,7,37,81,0
222,149,-8,77,0,33,4,4,102,79,0
78,37,11,98,1,38,2,-10,37,42,0
140,101,-10,98,2,24,1,-1,16,81,0
69,45,-24,70,8,14,7,30,33,42,1
137,81,-14,85,2,20,4,15,67,34,1
70,23,2,94,1,22,5,1,47,28,0
64,23,5,86,0,27,1,6,39,33,0
65,57,-21,58,7,13,2,11,31,59,0
91,54,-13,51,9,24,7,18,50,38,1
139,66,-20,82,1,23,8,20,100,32,1
278,237,-3,97,0,72,4,12,53,83,0
113,95,2,96,0,45,1,-4,1,96,0
48,33,-13,95,2,19,2,-3,14,45,0
120,72,0,96,0,39,5,5,48,63,0
43,20,-4,97,1,16,6,5,33,42,1
62,46,-11,91,4,11,8,24,16,71,1
162,142,-24,82,4,13,7,24,68,63,1
71,21,-22,67,8,18,7,29,60,2,1
59,34,-6,95,0,26,5,10,30,46,1
271,105,-3,91,3,51,0,-1,146,29,0
71,49,5,87,2,22,1,-8,28,66,0
215,79,13,96,0,50,1,-10,136,42,0
149,123,-4,83,3,52,3,15,63,69,1
80,26,-1,91,1,25,1,7,62,36,1
287,155,-22,91,2,32,8,25,180,30,1
69,42,-20,96,3,9,3,28,27,44,0
66,56,-8,89,0,13,0,-1,15,84,0
44,22,-20,89,2,7,1,25,22,33,1
70,13,-13,83,2,14,1,1,69,3,0
167,106,1,97,1,47,2,-3,67,53,0
123,100,-30,66,12,22,8,30,29,56,1
94,71,4,95,0,17,1,1,5,89,0
210,55,-14,95,0,35,3,7,153,15,0
202,103,-25,99,3,51,8,23,84,37,1
65,29,8,94,0,21,0,-10,52,43,0
102,33,-1,92,0,18,3,1,90,23,0
133,110,20,96,0,51,1,-10,29,100,0
324,208,13,100,0,74,0,-6,87,69,0
182,117,4,94,0,39,3,15,74,83,0
233,157,-7,97,1,34,1,12,108,59,0
197,57,2,96,1,36,1,-1,139,35,0
94,70,-7,97,0,21,3,12,6,70,0
85,55,-17,75,2,22,2,16,22,43,1
74,42,-1,98,1,16,0,2,35,47,0
65,58,3,96,1,19,2,5,16,100,0
302,279,-2,82,2,74,4,4,21,91,0
129,67,-2,83,1,33,3,14,58,43,1
57,49,9,98,0,18,3,-3,15,98,0
54,17,2,91,2,29,0,1,45,30,0
51,43,3,97,0,19,3,2,11,95,0
62,32,-7,93,1,22,2,4,44,54,0
175,57,2,97,0,100,0,3,109,28,0
87,40,8,99,0,18,2,4,39,52,1
100,58,-12,91,2,17,2,11,53,39,0
72,17,-9,96,0,11,0,-1,71,17,0
102,53,-3,99,0,31,3,1,47,53,0
61,26,2,91,1,18,2,11,42,45,0
44,9,-9,83,1,14,3,5,36,0,0
163,31,-18,73,2,41,6,13,144,0,1
144,116,-2,94,1,34,2,10,57,83,0
90,20,0,95,2,29,3,11,87,27,1
199,147,-13,98,0,29,6,5,81,68,0
162,70,-25,86,4,26,8,30,108,14,1
102,54,-9,92,1,28,3,16,53,42,0
60,48,-9,93,0,18,8,11,12,70,1
43,17,-10,86,3,14,2,1,26,22,1
150,18,-6,90,1,34,2,12,126,0,0
71,27,3,85,1,22,3,7,62,50,1
365,59,6,93,0,63,3,12,180,33,0
168,142,-5,100,2,48,0,3,24,85,0
77,48,-13,84,2,14,1,13,18,52,1
40,29,-8,92,0,13,2,14,13,67,0
98,13,-14,88,2,13,4,11,126,0,0
53,35,-8,85,0,18,2,10,27,55,1
266,65,8,94,0,51,0,-6,172,31,0
106,9,-10,96,0,12,0,8,97,2,0
364,303,2,86,1,82,1,7,125,81,0
66,12,20,96,0,21,0,-10,59,30,0
193,70,-12,80,1,48,4,12,131,21,1
84,22,-9,98,4,19,5,11,78,17,1
298,212,-9,83,1,53,4,16,65,72,0
176,54,-7,99,1,33,0,6,122,29,0
115,69,-5,99,1,22,4,13,78,75,0
62,14,-1,97,1,17,2,3,38,22,0
233,215,-34,59,16,25,8,30,61,56,1
117,63,-1,97,1,41,1,-8,76,59,0
74,23,-16,95,4,12,6,29,81,24,1
82,52,-10,89,1,14,3,14,35,44,1
58,33,-34,46,20,11,8,30,25,23,1
120,73,2,91,4,45,1,9,47,51,0
175,53,-9,97,0,36,3,12,112,23,0
154,37,1,98,0,19,0,-6,114,17,0
212,156,-15,91,1,29,3,9,65,52,0
163,79,6,100,1,41,0,7,61,40,0
80,43,-9,98,0,15,1,2,41,43,1
126,41,-1,99,0,32,1,-2,80,32,1
121,36,4,98,2,51,1,12,117,26,0
90,15,-2,94,0,19,4,12,90,12,0
100,75,6,97,0,19,0,-10,34,86,0
199,69,1,97,1,62,1,-3,105,30,0
141,108,-13,99,1,31,1,17,55,73,0
162,25,-3,89,1,27,2,2,170,9,0
193,153,13,98,0,42,2,3,61,95,0
44,20,-18,92,5,8,3,27,27,29,0
131,64,-2,96,3,31,1,-1,52,48,0
81,35,2,91,0,18,1,2,61,45,0
88,61,10,100,0,33,1,-10,32,68,0
94,33,-14,95,2,30,7,25,97,4,1
94,54,-22,51,15,36,8,30,28,32,1
196,150,3,98,0,29,1,-2,24,81,0
130,95,-9,77,1,15,2,10,43,59,0
65,59,-13,95,2,12,6,22,14,78,1
118,77,-15,93,1,33,5,17,40,57,0
123,61,-9,86,0,24,3,4,66,34,0
79,34,7,90,0,41,2,-10,46,46,0
76,15,-29,88,7,20,8,26,61,0,1
365,254,-15,85,6,45,1,9,153,58,0
63,38,12,92,1,15,0,-10,19,81,0
85,44,-26,74,3,22,7,18,59,23,1
83,51,-15,86,3,30,8,22,59,45,1
113,54,-19,96,1,17,4,8,59,11,1
52,29,-8,98,3,17,3,8,29,47,0
104,10,-25,79,3,18,2,9,115,0,0
73,58,-23,96,3,19,5,20,12,59,1
124,35,-6,94,0,19,2,4,99,23,0
286,169,-2,96,0,74,1,9,155,55,0
190,121,-13,100,2,35,6,6,87,44,1
122,116,-11,94,2,14,1,11,19,80,1
87,31,1,89,0,31,0,0,67,32,0
139,51,-12,60,7,61,1,26,124,6,1
91,46,-8,96,2,16,3,14,61,29,0
165,103,16,99,2,46,2,-10,41,82,0
84,69,-7,91,1,17,2,0,15,71,0
35,23,-12,97,0,15,0,15,12,50,0
94,58,-7,88,2,33,1,3,49,59,1
89,75,9,94,0,22,1,-7,17,100,0
83,15,11,98,2,26,2,6,62,18,0
71,17,0,95,0,22,1,11,61,25,0
100,40,15,93,0,36,0,-10,55,60,0
105,53,-4,80,2,34,3,4,76,50,0
56,49,-13,95,0,13,5,19,24,76,1
147,60,18,96,2,47,2,-8,116,60,0
73,52,-7,91,1,31,4,10,43,84,0
178,135,2,95,2,29,4,-2,43,73,0
173,99,-14,90,1,24,4,9,52,44,0
113,28,-6,91,4,26,4,12,114,18,0
55,29,-19,76,5,20,6,20,30,45,1
198,122,6,96,0,41,2,-8,79,60,0
58,48,1,87,0,23,1,7,4,97,0
232,177,-3,97,1,46,2,8,64,80,0
79,43,-6,98,1,20,0,0,20,39,1
112,14,-5,97,0,30,3,14,103,4,0
58,48,-10,95,2,11,7,23,26,67,1
137,100,0,96,1,22,1,0,37,75,0
168,78,11,91,1,54,0,-4,53,59,0
151,103,16,90,1,30,2,-3,61,68,0
88,47,-3,98,1,19,1,10,41,32,1
136,39,-10,81,2,25,2,1,95,13,0
71,27,-23,83,3,16,8,30,76,19,1
103,38,-1,66,1,36,3,10,75,49,0
109,31,-24,86,7,19,7,21,78,15,1
365,330,-5,97,3,91,3,13,58,78,0
95,74,-10,89,2,19,2,7,12,63,1
210,98,-9,79,3,46,3,11,180,39,0
76,58,20,97,0,36,0,-10,22,85,0
94,36,-6,97,3,26,2,12,55,29,1
116,44,-2,94,2,29,4,10,72,29,0
82,33,-25,83,4,18,3,24,43,21,1
137,94,-10,91,3,27,8,27,97,59,1
30,16,-4,95,2,12,5,11,14,41,0
30,16,-20,66,8,13,8,22,25,40,1
81,24,-20,90,3,19,5,25,57,13,1
79,28,-3,85,2,32,2,14,44,35,0
74,30,0,92,0,24,0,1,41,36,0
195,63,-5,85,3,37,4,8,105,14,0
166,111,-5,92,0,36,2,12,47,63,0
82,72,-6,91,2,16,8,14,27,92,1
144,50,18,96,1,33,0,-10,114,58,0
207,122,-13,89,3,45,7,24,73,36,1
111,41,-26,46,20,23,8,30,92,23,1
55,43,2,80,1,27,1,0,6,82,0
96,66,1,73,2,37,3,0,30,71,1
281,199,2,90,1,56,1,-7,13,59,1
108,82,10,97,1,37,1,-9,33,84,0
61,43,-2,96,3,20,3,9,18,55,0
73,50,-28,98,4,9,8,29,39,44,1
252,189,-22,69,6,26,7,12,34,62,1
163,142,-9,87,3,26,5,11,92,83,0
320,248,-19,91,0,27,8,22,110,51,1
78,61,10,100,0,23,0,-10,17,90,0
158,63,4,94,1,56,2,6,130,41,0
113,23,-5,85,0,28,1,9,87,13,0
89,31,-16,93,1,28,5,21,62,23,0
95,44,-13,99,1,21,4,19,68,40,0
152,70,-4,97,0,23,2,5,82,46,0
211,105,-16,79,7,56,5,15,105,31,1
147,76,-15,93,2,32,4,16,71,43,0
94,46,-27,80,6,27,7,26,49,10,1
52,42,0,99,1,21,2,11,9,82,1
70,45,0,95,0,18,2,8,28,65,0
85,18,-13,84,2,20,1,12,67,4,0
74,15,-6,96,0,15,0,13,55,31,0
131,105,4,92,0,32,1,10,50,83,0
206,91,-5,97,0,17,1,0,97,38,0
96,81,-1,93,0,16,0,1,25,77,0
100,11,6,99,0,17,1,-4,105,35,0
31,11,6,94,0,17,1,1,12,54,0
138,115,-32,85,1,20,8,27,50,41,1
126,70,1,88,0,18,3,13,65,59,0
140,46,4,98,0,25,1,-3,96,37,0
